company_id,company_name
1714,Les Films Concordia
53009,Miramax
1124,PAC
16058,Da Ma Produzione
22665,Victory Film
22666,Story Film
22396,Socit Nouvelle des tablissements Gaumont SNEG
22663,PCM FIlm
768,Ghost House Pictures
773,Film Afrika
1399,Fair Film
4867,Full Moon Entertainment
53460,Fear and Loathing LLC
53461,Shark Productions
774,Valkyrie Films
182,JVC Entertainment
775,Korty Films
4267,Delphi Films
6542,Pricel
12387,Tohokushinsha Film
20637,Commission du Film France
20638,Commission du Film ledeFrance
776,PhalanxJaelem
29076,Solipsist Film
aco id 41658,Res
777,Future Film Group
83,France 2 Cinma
7828,Max Films Productions
987,USA Films
58333,Compulsion Inc
Medien AG id 58334,Splend
1473,Depth of Field
778,Las Producciones del Escorpion
779,Lucky Red
20295,Sociedad General de Televisin Sogetel
349,CruiseWagner Productions
485,Vinyl Films
158,Spyglass Entertainment
41111,Knstlerische Arbeitsgruppe Babelsberg
41112,VEB DEFAStudio fr Spielfilme
783,kahuuna films
692,Sogecine
784,Himenptero
7248,Union Gnrale Cinmatographique UGC
10050,Televisin de Galicia TVG SA
12012,Eyescreen Srl
28812,Filmanova
44224,Egoli Tossell Film
13096,Neue Constantin Film
786,Bizibi
26629,Transfax Film Productions
7110,Les Films Ariane
45693,Cristaldifilm
5266,Robert Goldstein Productions
788,Bel Air Entertainment
789,Pallas Film
790,Samsa Film
791,IPSO Facto Films
792,Radio Tlvision Belge Francophone
533,Janus Films
51861,Dovemead Films
51862,Film Export AG
793,Galate Films
326,Laura Ziskin Productions
592,Claudie Ossard Productions
4411,MMC Independent
23446,Sofica Sofinergie 5
25020,Victoires Productions
30994,Union Gnrale Cinmatographique UGC
799,Carlyle Productions
1043,Revere Pictures
802,Egg Pictures
804,Natural Nylon Entertainment
807,The Harold Greenberg Fund
808,The Movie Network
809,Union Gnrale Cinmatographique
20170,Canadian Television Fund
810,Persistent Entertainment
7965,The Ladd Company
20376,Kalis Productions GmbH  Co Zweite KG
20377,Unfinished Films
2152,GreeneStreet Films
11152,Radical Media
812,Deuce Three Productions
813,DiNovi Pictures
814,Isabella Films BV
986,Degeto Film
1711,Ognon Pictures
11499,Alan Young Pictures
12023,Nederlandse Programma Stichting NPS
12927,Canal Television AB
23207,Invicta Capital
25491,Edith Film Oy
53874,Sigma Films
55428,Manderlay
817,Katalyst Films
6363,BenderSpink
12200,Province of British Columbia Production Services Tax Credit
5612,Brooksfilms
1171,Epsilon Motion Pictures
32598,Tango Films
32599,My Cactus
8880,Winkler Films
lit Productions id 147,F
818,Gimages 5
820,Tapson Steel Films Productions
3086,Image Entertainment
824,Kopelson Entertainment
4588,Egmond Film  Television
10926,Pacifica Film
54997,WR Universal Group
19501,Noble House Entertainment Pictures
828,Ultra Films
11473,AJOZ Films
11353,BH Finance CV
830,Senator International
4154,Colombia Pictures
4710,Fellah Pictures
2617,Ozla Pictures
11341,Stage 6 Films
10881,Bernd Eichinger Productions
ay Film Productions Ltd id 76206,Hol
7419,Scion Films
33680,Blue Sky Films
836,Elzvir Films
837,O  O  O Productions
224,Wega Film
81,Plan B Entertainment
539,Block 2 Pictures
540,Jet Tone Production
839,Lou Yi Inc
7428,Meno Films
9209,MK2 Productions
45194,Rodriguez International Pictures
847,Banque Populaire Images 6
848,Cofimage 16
849,Cofinova 2
852,mementoFilm
853,Respiro
854,Sofica Europacorp
855,Titti Film
4650,Marubeni
os Interactive id 19105,E
14362,October Pictures
19238,Two Brothers Productions
844,Sofica Valor 6
845,Sogcinma 2
842,GreeneStreetSKE Films
2396,Finnish Film Foundation
49,El Deseo
77,Milestone Productions
846,2929 Productions
951,Burskin Film
8277,Flach Film
11246,Rgion IledeFrance
324,Flach Films
204,Wste Filmproduktion
857,Julian Blaustein Productions
5545,Mobra Films
35020,Mindshare Media
69462,Centrul National al Cinematografiei CNC
73925,McCannErickson
73926,Televiziunea Romana TVR1
73927,Hubert Bals Fund of the Rotterdam Festival The
Dreams id 860,Cellulo
861,Visual Arts College
312,Soficinma
862,The KennedyMarshall Company
23677,Fondation GAN pour le Cinma
62546,247 Films
84592,French Connection Animations
84593,Socit des Producteurs de LAngoa
863,Mantarraya Producciones
864,No Dream Cinema
865,Motel Films
1997,Banques Populaire Image 7
11433,CRRAV Nord Pas de Calais
11434,Rgion NordPasdeCalais
1760,Dorje Film
2406,Filmfrderung Hamburg
4247,Filmfrderungsanstalt FFA
7201,Norddeutscher Rundfunk NDR
75411,BKM
75412,Kulturelle Filmfrderung SchleswigHolstein
75413,nordmedia Fonds GmbH
868,Cinema Service
858,Tessalit Productions
4298,Remstar Productions
16850,ApolloMedia Distribution
16921,Kismet Entertainment Group
18516,Seven Arts Films
869,Dee Gee Entertainment
870,Tapestry Films
34207,Prufrock Pictures
65403,IMF Internationale Medien und Film GmbH  Co Produktions KG
467,Renaissance Pictures
872,George Street Pictures
873,The Lloyd Segan Company
271,Mainstream SA
20777,British Screen Productions
31080,Polygram Filmed Entertainment
879,Out of the Blue Entertainment
347,Centropolis Entertainment
9269,Global Entertainment Productions GmbH  Company Medien KG
11027,Stratus Film Co
26947,Syndicate Films International
26948,Equity Pictures Medienfonds GmbH  Co KG II
26949,Hostage GmbH
18,Gracie Films
883,Les Productions du Champ Poirier
63893,Tlma
120,Scorsese Productions
887,Neo Productions
888,Overseas FilmGroup
19507,Outlaw Productions I
67823,Star Partners
141,Vra Films
144,Fono Roma
534,Filmsonor
11788,Compagnie Industrielle et Commerciale Cinmatographique CICC
902,AZL Productions KG
Brown Productions id 903,Dav
904,MFP Munich Film Partners
905,Phase 1 Productions
906,Revelations Entertainment
10355,Spelling Films
12485,Overbrook Entertainment
19354,Mediastream Vierte Film GmbH  Co Vermarktungs KG
19355,Canlaws Productions
910,MFA Filmdistribution
914,Filmladen
564,Industrial Development Corporation of South Africa
2760,Miracle Pictures
7495,Sixth Sense Productions
11912,Mikado Film
e Track Films id 19834,Ins
915,Hollywood Pictures
916,The Charlie Mopic Company
335,Tig Productions
10157,Beacon Pictures
18619,Cobalt Media Group
921,Next Wednesday Productions
922,SenArt Films
10103,Via Rosa Productions
13816,Hyde Park Entertainment
76083,UGC DA International
19097,Junction Entertainment
20987,Balboa Entertainment
175,Caravan Pictures
3638,The Jacobson Company
22103,Red Horizon Productions
51772,Nine Yards Productions
53013,Rational Packaging Company
53014,Lansdown Films
928,Catalyst Films International
929,Fuji Eight Company
930,Lone Star Corporation
9076,Seed Productions
10893,Big Screen Productions
10370,Spectacle Entertainment Group
21438,Nightfall Productions
931,HAL Films
36907,Hilary Henkin
934,Cutting Edge Entertainment
935,Golden ParaShoot Entertainment
278,Propaganda Films
924,The TurmanMorrissey Company
925,Nu Image Films
938,First Floor Features
3468,Hal Wallis Productions
1164,City Heat Productions
34206,Sagg Main Productions
5484,Winters Hollywood Entertainment Holdings Corporation
13980,Jack Cummings Productions
3418,Famous Films II
22847,International Film Corporation
13723,Bruce Brown Films
958,Japan America Picture Company
506,Newmarket Capital Group
ePerry Productions id 3169,Z
960,LA Films
8812,Channel Productions
11043,AM Films
402,Luna Filmproduktion
480,Tobis
963,Destiny
943,Les Films de la Suane
944,Le Film
4164,Square USA
20033,Chris Lee Productions
964,Keith Barish Productions
965,TAFT Entertainment Pictures
333,Original Film
966,Monarch Pictures
50286,Broth Film
2428,Wolper Organization
10288,Don SimpsonJerry Bruckheimer Films
8848,MHF Zweite Academy Film
23787,Eclipse Catering
51771,Nine Yards Two Productions
16061,Baltimore Spring Creek Productions
18990,Radiant Productions
4864,George Pal Productions
40552,Galaxy Films Inc
3302,Harbor Productions
972,Current Entertainment
973,Immortal Entertainment
73954,Quality Growth International Ltd
974,Five Mile River Films
975,Gerber Pictures
976,Marvin Worth Productions
Television id 977,Splend
978,Across the River Productions
979,Woods Entertainment
981,Televisin Espaola
982,Road Movies Dritte Produktionen
983,Parallax Pictures
984,Institute of Culture
985,Filmstiftung NRW
427,PSO International
991,Totally Independent
1053,Got Films
64651,Saw 2 Productions
992,ApolloProScreen
8263,EMI Films
993,Wildstreet Pictures
12552,Marty Katz Productions
14024,Irwin Allen Productions
19902,Prelude Pictures
30253,Saltire Entertainment
11626,Tango Film
79401,Windsor Productions
10320,Carolco Entertainment
996,Pearl Pictures
997,Still Productions
4790,IMA Productions
988,Kojo Pictures
28640,M2 Entertainment
998,Royal Film
1002,Eureka Pictures
1003,Filmkameratene AS
12178,Red Hour Films
1280,Pacific Western
3952,Hemdale Film
4764,Cinema 84
7745,Euro Film Funding
1005,Sweetwater
989,Four Square Productions
1010,Marimark Productions
2410,Filmes
10786,Capitole Films
1012,Parabolic Pictures
1013,Stable Way Entertainment
1014,Target Media Entertainment
3801,VIP 2 Medienfonds
10760,VIP 1 Medienfonds
1016,Mans Films
1017,Hairy Productions
602,DEFA
69770,DEFAStudio fr Spielfilme
87970,Gruppe Johannisthal
1088,Alcon Entertainment
4741,Nu Image Entertainment GmbH
10885,Equity Pictures Medienfonds GmbH  Co KG III
10886,16 Block Productions
27023,Kestrel Films
78875,Earth Girls
1011,Michael Obel Productions
50,Deutsche Vereinsfilm AG
51,Fox Europa Produktion
1553,Selznick International Pictures
55767,Knstlerische Arbeitsgruppe Berlin
52,Film Polski Film Agency
6804,Zespl Filmowy X
1023,Nelvana Limited
58248,Unfaithful Filmproduktion GmbH  Co KG
2743,Astral Media
11550,Corus Entertainment
16880,Shine Pictures
20244,Kudos Film and Television
10598,Costa do Castelo Filmes
33027,House of Spirits Film
54,The Independent Film Channel Productions
19704,Wolper Productions
95356,Stax Records
16814,Sddeutscher Rundfunk SDR
29165,Rialto Film
33352,Trio Film
67081,Laura Film
1031,Filmazure
1032,Pirol Stiftung
1033,Victoires International
20569,Michael Phillips Productions
1938,Scholastic Productions
1039,Channel One Russia
1040,TABBAK
5374,Marv Films
23420,Vaughn Productions
25358,Krane Entertainment
38005,Neufeld Rehme Productions
21451,American Entertainment Partners II LP
1037,Les Films du Livradois
11576,Ontario Media Development Corporation OMDC
66078,Gang of Two Productions
1049,Kasander Film Company
LaChapelle Studios id 1050,Dav
1051,HSI Productions
1052,Darkfibre Entertainment Ltd
1370,Castel Film Romania
10230,Blue Wolf
22684,Kasso Inc Productions
82,Renn Productions
3592,Warner Bros Family Entertainment
8816,Northern Lights Entertainment
e Seats Productions id 55527,Courts
20360,Internationale Filmproduktion Blackbird Erste
7786,FilmWorks
20665,4M
20666,MID Foundation
2265,ShangriLa Entertainment
11395,ImageMovers
24955,Paramount Animation
1062,Boll Kino Beteiligungs GmbH  Co KG
1063,Brightlight Pictures
1064,Herold Productions
598,Team Todd
1046,Prime Film Productions LLC
1047,Younger Than You
1072,Mysterious Arts
14150,Orion Pictures Corporation
13,Universal Studios
2226,Media 8 Entertainment
2324,Empire Films
2959,Alla Prima Productions
2960,Brushwork Pictures
5283,KoBura Film
25125,Ministerstvo kultury Rossiyskoy Federatsii
25126,Studiya dokumentalnykh filmov SanktPeterburga
41762,Kinokompaniya NonStop Prodakshn
14772,Warner Bros Home Entertainment Group
1074,Cofimage 9
79076,Studio Image 4
1080,Beta Film
1081,CBS Television
e id 1082,Lux V
1084,Colonia Media
1085,FilmInterest
1075,Europa Corp
1076,Apipoula
55,Decla Film Gesellschaft Holz  Co
1087,Aurora Productions
1153,Act III Communications
90896,The Body
90897,Act III
3800,Sunlight Productions
11708,Madison 23
1092,Mockingbird Pictures
41251,Reveal Entertainment
39250,House  Moorhouse Films
1094,Homerun Productions
1095,Portman Entertainment Group
1096,Rich Pickings
1097,Sky Pictures
1098,Wave Pictures
1099,AJYMFilms
10211,Alfran Productions
1121,Price
11982,Ashton Productions
1992,La Petite Reine
1994,Tri Pictures
1995,Sorolla Films
1996,Novo RPI
8676,uFilm
11921,Le Tax Shelter du Gouvernement Fdral de Belgique
20409,Les Editions Albert Ren
59,A Band Apart
39121,Super Cool ManChu
536,The Coppola Company
4198,Ixtlan
68551,J D Productions
13579,George Stevens Productions
1147,Madeleine Films
2479,Myung Film Company
9974,Instituto de la Cinematografa y de las Artes Audiovisuales ICAA
32718,Departamento de Cultura del Gobierno Vasco
82310,Idea
37892,Keystone Entertainment
38303,Cine Cut Films Inc
12292,Temple Hill Entertainment
22058,Krisjair
22059,Laredo
5888,Walt Disney
11440,Ozumi Films
11441,Propeler
11442,Silverbell Films
472,Soprofilms
17873,Les Productions de la Guville
567,Office Kitano
568,Saito Entertainment
569,Tokyo FM Broadcasting Company
570,Bandai Visual Company JAPAN
1131,Rizzoli Films
52795,HarrisKubrick Productions
16320,Animatgrafo
21108,Fernando Trueba Producciones Cinematogrficas
1044,Franton Production
Atlantic Films id 2735,M
e Ltd id 49243,The Princess Br
49244,Buttercup Films Ltd
1522,Neal Street Productions
19934,Motion Picture KAPPA Produktionsgesellschaft
165,Steen Herdel Filmproduktion
7383,KennedyMarshall Company The
7384,Hypnotic
11346,Motion Picture THETA Produktionsgesellschaft
11347,Ludlum Entertainment
11348,Motion Picture BETA Produktionsgesellschaft
11349,Bourne Again
1139,Heron Film Productions
1140,Dare mo Shiranai Seisaku Iinkai
1141,Engine Films
1142,cstyle
L Wolper Productions id 3434,Dav
516,Seven Arts Productions
1216,Dino de Laurentiis Cinematografica
49775,Thalia AG
26194,FR3 Films Production
93494,Conseil Rgional de Haute Normandie
93495,Le Club des Investisseurs
93496,Credit Lyonnais
93497,Conseil Gnral de lEure
68,Big Primate Pictures
69,MFPV Film
65,Ulysse Production
66,Town
67,Unitec Films
675,Forward Pass
355,RP Productions
6732,Runteam III Ltd
3760,King Brothers Productions
19760,Roberts Pictures Inc
3922,A Film
14606,Tornado Film
ecom id 14607,Fors
14608,Twin Co Ltd
14610,Earl Grey Film
3923,Strand Releasing
4868,Asahi Broadcasting
6516,Tokyo FM Broadcasting Co
7542,Yahoo Japan
9177,Eisei Gekijo
11726,The Yomiuri Shimbun
11846,Hakuhodo DY Media Partners
4415,Corn Cobb Productions
15342,Fifth Avenue Entertainment
4416,Park Avenue Productions
15343,Trans Atlantic Entertainment
3201,Merlin Films
er Pictures id 2623,Blue R
2811,Neo Art  Logic
19576,Creepersin Films
7173,Five Stars Production Company
9142,Five Star Production Co Ltd
79086,THA Film Factory
4419,Creative Light Entertainment
4421,World Production
4448,Grandon Productions
12190,Buster Keaton Productions
1785,Likely Story
4482,Ivy Boy Productions
10059,This Is That Productions
31465,Chosen Film Company
10031,Morena Films
50800,Pentagrama Films
71379,Media Produccion
5296,Hugo Haas Productions
4424,Smokewood Entertainment Group
8855,Boy of the Year
10535,All Girl Productions
27128,The Bubble Factory
4313,AVRO Television
30636,Bos Bros Film  TV Productions
72,Valoria Films
15957,Roy Del Ruth Productions
4878,Virgin Vision
23915,RVP Productions
23916,A Don Boyd Production
24257,Amalgamated Film Enterprises
1460,Loews
6246,Medusa Film
12807,Overture Films
4206,BaaRamEwe
7726,Sahamongkolfilm International
1398,Les Films Corona
16854,Orion Films
11707,Vic Films Productions
10778,Joseph Hamilton International Productions
6131,SKM
4713,CMC Entertainment
14688,Alicia Produce
446,Thinkfilm
34842,Seventh Picture Productions LLC
14069,Hope Enterprises
42203,New Films International
66848,Filmov studio Barrandov
45725,MetroGoldwynMayer
37668,Screen Plays
2224,Plum Pictures
62329,GWS Media
908,Mystery Clock Cinema
8724,Australian Film Finance Corporation AFFC
4434,Green Moon Productions
36920,Maestranza Films
547,Open City Films
16124,Columbia British Productions
3102,Renaissance Films
14161,Kanzaman MDA Films SL
1168,Novo Arturo Films
1169,RF2K Productions
1170,Turkhoise
2395,HanWay Films
10001,Andy Warhol Productions
6355,Silverstar Ltd
6853,Kaijyu Theater
91181,Tres Malandros
1801,Rene Clair Productions
87986,rusty bear entertainment
87987,lucky crow films
15,Lama Films
5922,Nicetop Independent
5923,Nicetop Independent Ltd
14249,Motion Picture Investors
13433,Seasonal Film Corporation
37152,Gold Label Entertainment
37153,Neway Star Pictures
93492,Permacology Productions
2343,Red Chillies Entertainment
4450,Foxstar
11490,Pennebaker Films
11491,Are You Experienced
1826,Play Art
5349,Productions Cyme
13715,Mondial
3095,Whitewater Films
11201,Rafter H Entertainment
Foster Productions id 496,Dav
4456,Ruff Nation Films
4535,Vista Organization
100,Avon Production
1173,Shopgirl
477,Hughes Entertainment
18039,Scimitar Films
2365,Capital Arts Entertainment
6956,Lucky UKFS
7817,Defender Production
7818,Frame Werk Produktion GmbH  Co KG
34999,Bauer Martinez Studios
35002,Lucky 7 Productions LLC
3470,Stone Group Pictures
19474,Epico Productions
50289,Horned Toad Productions
89313,GruskoffLevy Company
89314,ML Film Entertainment International
2476,Carlton America
70230,Harpo Productions
19104,M
4357,The GuberPeters Company
12180,Warp Films
4463,Talent House
22761,Produire  Paris
22763,Tlgraphe
6583,Reliance Big Pictures
35831,Shaboo Arts
5328,Ivan Tors Productions
13913,Joseph M Schenck Productions
19598,Art Cinema Corporation
4927,EagleLion Films
13479,Edward Small Productions
14718,Radar Pictures
10470,Chris Montan Productions
10471,Columbia TriStar Television
8808,McElroy  McElroy
22040,UAA Films
22041,Western Film Productions
12161,Ashdown Film Productions
2532,Batjac Productions
3060,Soudaine Compagnie
15124,Associated Capital
15125,Capital Equipment Leasing
10214,Embassy International Pictures
1174,Delphi V Productions
1175,Frostbacks
14091,Arcola Pictures
65402,JLT Productions
5356,PierceWilliams Entertainment
5357,Zero Gravity Management
1176,Lorimar Film Entertainment
3052,Troma Entertainment
7038,Quad Productions
3047,Dead Gentlemen Productions
17662,Samuel Fuller Productions
4473,Spanish Fork Motion Picture
7046,Paris Film
11018,Penta Pictures
31014,SpyChimp Productions
31015,Keystone Family Pictures
21221,Evolution Film  Tape
15580,Galaxy Pictures Inc
272,Spelling Entertainment
1930,IRS Media
1569,Yash Raj Films
4476,Mililifilms
25562,Novem
25563,Indie Dandy Productions
3857,Fireworks Pictures
19578,Momentum Pictures
10463,LevyGardnerLaven
60535,Rhodes Pictures
14619,Armenfilm Studios
14830,Oakmont Productions
25065,VUFKU
1950,New World Pictures
4747,Freak Show Entertainment
1978,Global Pictures
4491,Avventura Films
4492,PC3A9riphC3A9ria
4493,Tlvision Suisse Romande
4495,REF Productions
4496,Les Films Number One
11134,Iguana Producciones
5126,Beyond Infinity
8443,Gaucamolle Pictures
8444,Phantom Productions
34469,Silver River Productions
4502,A B Corp
2577,Studio 37
11564,Versus Entertainment
11566,Dark Trick Films
1115,M6 Films
11261,M6
34774,W9
10723,American Documentaries Inc
10724,Kenneth Lauren Burns
eo id 10726,TimeLife V
14389,Burroughs Productions Inc
10170,Cinemarque Entertainment
4506,Kasander  Wigman Productions
4507,Alpha Films
4508,Nederlands Fonds voor de Film
53268,Woodline Films Ltd
16647,CineSon Entertainment
57939,Plutonium Production Limited
16379,Northshore Investments Ltd
66256,Grossbart Barnett Productions
21712,Cannon Italia Srl
178,Ghoulardi Film Company
84361,Pas de Quoi
4519,alta vista productions
4820,Alta Vista Productions
10227,Mandeville Films
59952,Morra Brezner Steinberg and Tenenbaum Entertainment MBST
59955,Burro Productions
1181,Telespan 2000
1182,Telecinco
31123,Euskal Irrati Telebisa EITB
57380,Mama Films
1519,AB Producoes
10164,Popaganda Films
31183,BBC Two
8658,Rialto Films
14309,CIP Filmproduktion GmbH
2525,Avalanche Productions
11289,Oscar Lewenstein Productions
40806,Chartwell
40807,Francoise
1949,DotyDayton Production
29393,Lion Films
12355,Vulcan Productions Inc
2102,Frankovich Productions
4526,Ensueo Films
17,Warner Bros Entertainment
4529,Alba Cinematografica
4530,Estela Films
4531,Films Dara
12918,Greenpoint Films
4532,Superior Pictures
4534,Hong Hwa Motion Picture Company
1163,Larger Than Life Productions
14786,AARU Productions
night Picture Show id 22056,M
46382,Essential Entertainment
10696,Malabar
109,Rome Paris Films
2184,TollinRobbins Productions
4597,Goodtimes Enterprises
1188,William Dozier Productions
1189,Greenlawn Productions
16550,Nordic Screen Production AS
16551,Norsk Filminstitutt
4542,Agamemnon Films
6189,Turner Pictures I
19980,British Lion Film Corporation
68167,Les tablissements BraunbergerRicheb
4541,Raybert Productions
11371,Palomar Pictures II
4546,Superstitious Entertainment II
5774,Film Duemila
5775,Federiz
10999,Twentieth Century Fox Home Entertainment
2188,Artisan Entertainment
4555,Interstate 5 Productions
551,Mandalay Pictures
23310,Karol Film Productions
4559,Zopix Company
18881,Spelling Films International
22136,Murder Inc
4194,Karz Entertainment
4561,Cohiba Pictures
8953,Miroir Magique
4562,Cell
4563,Oz Company
eo Company id 9221,Toei V
7832,CiBy 2000
7302,Filmax Entertainment
62628,Filmax Animation
s Productions id 62629,Animak
46012,ZeitmanLandersRoberts Productions
20260,EMI Television
81475,VIC Productions
1194,Kadokawa Shoten Publishing Co Ltd
1195,Omega Project
11276,United States Pictures
4565,Filmhaus
4569,Paws
3333,Enterprise Productions
12236,Blinding Edge Pictures
4573,Castel Film Studio
11983,Formosa Productions
4574,Dark Horse Indie
4575,Vivendi Entertainment
8857,Independent Film Channel IFC
6303,Rakontur
4579,Tigon British Film Productions
21719,Chilton Films
73345,Collier Young Associates
4581,Dovzhenko Film Studios
6337,Main Street Movie Company
4585,
4586,Aspiration Films
4587,Allied Stars
208,Bac Films
19289,Les Productions JMH
95810,Antelope Films
95811,National Studio Limited Katmandu
4593,Artists Alliance
21703,Top Line Production
29110,Filmco International Productions
22814,Falcon International Productions
1130,The Rank Organisation Film Productions
6196,Carnival Films
73571,Victor  Edward Halperin Productions
4610,Alumbra Films
4611,Grow Pictures
4612,Scheherazade
67992,Cornelius Productions
18507,Metro Film
36913,Max Film
10906,Les Films Impria
10907,Les Productions Georges de Beauregard
1167,Phalanx Productions
47853,FilmaCass
75290,ArtCam
75291,Geopoly
6082,Filmirage
1235,Neue Visionen
37663,E  R Productions Corp
11332,La SeptArte
30576,Ima Films
6068,HBO
84087,Joseph Cates Productions
1252,Xian Motion Picture Company
6428,Loma Vista Productions
6429,Castle Hill Productions
4288,Madhouse
11376,NHK Enterprises
15505,NHK
20206,Shelty
13751,Los Altos Productions
3214,Daiei Motion Picture Company
15846,Dimitri Villard Productions
23564,Jeff Franklin Productions
12800,Ego Film Arts
24725,Ontario Arts Council
24726,Canada Council for the Arts
63713,Tesela PC  Impala
5773,Synthetic Fur Productions
45494,Korean Film
24373,Delphi Productions
24374,Zone Productions
159,Shady Acres Entertainment
4171,Playtone
1634,Truenorth Productions
5677,Flavor Unit Entertainment
4624,Immortal Thoughts
22712,Three Good Men
7196,Lube
553,Barclays Mercantile Industrial Finance
56519,Red Stripe
27110,Beyond Productions
75232,Mifune Productions Co Ltd
5235,Hunt Stromberg Productions
4651,
38100,Tristone Entertainment Inc
84815,M Company
5609,3b productions
11694,Ministre de la Culture de la Republique Franaise
38038,Pictanovo NordPasdeCalais
48368,CRRAV
87493,Norfilm
302,Ibermedia
6458,Instituto Nacional de Cine y Artes Audiovisuales INCAA
44709,Cuatro Cabezas
74894,Estudios Darwin
74895,Romikin SA
74896,Patricio Tobal
74897,Editorial Capayn
74898,Fundacin Octubre
74899,Mandarin Films SA
74900,Punto BSRL Planificacin y Medios
74901,Taxi Films
8210,M6 Mtropole Tlvision
27807,Image et Compagnie
113,AB Svenska Ord
115,AB FilmTeknik
49755,Apollo Films
1951,Aspen Film Society
19231,Patalex III Productions Limited
15856,BischoffDiamond Corporation
18655,Morning View Films
1183,Impala
2956,The Geffen Company
4420,Clemi Cinematografica
6087,Conquest Productions
6088,Esme
6089,Golden Sun
15747,Michael Laughlin Enterprises
16185,PDP Productions
61915,Vics Flicks
5087,Scotti Brothers Pictures
eo Entertainment IVE id 49915,International V
4648,LevinsHenenlotter
16636,ShapiroGlickenhaus Entertainment
8425,Marvin Schwartz Productions
1199,Running With Scissors
4658,Ace Deuce Entertainment
116,Cameo Film und Fernsehproduktion
117,Kunsthochschule fr Medien Kln KHM
4662,Cinemancer Pte Ltd
255,Paradis Films
354,Orly Films
1179,Cin Cinq
1180,La Gnrale dImages
12965,Investimage 3
25023,Sofinergie 2
84953,Club des Investissments
84954,Sofica Sofinergie
89638,Marine 2 Productions
4663,Key Plus Pictures
14280,APix Entertainment
4665,Addis Wechsler Pictures
22950,Production Concepts Ltd
22951,Today Productions Inc
8972,Prommitr International Production
16323,20th Century Fox Television
678,Turner Network Television
77890,Bernard Woolner Productions
4672,Marble Hall
4674,The Film Company
30966,Stimuleringsfonds Nederlandse Culturele Omroepproducties
30967,ElsevierVendex Film Beheer
30968,Allarts Production
61092,Wellborn
55072,Strong HeartDemme Production
4677,Charter Entertainment
1200,Film Trustees Ltd
1201,Naked Lunch Productions
22210,Ontario Film Development Corporation
88919,Nippon Film Development and Finance
88920,Pierson Heldring  Pierson NV
1400,Labrador Films
3570,Seda Spettacoli
4784,TerraFilmkunst
93224,Milestone FIlms
4051,Warner BrothersSeven Arts
20917,Better Than
20919,France Tlvision Distribution
20920,Meercat Films
20922,New Vision Films
4172,CinGroupe
62950,Gregorian Films
e Media id 21097,Worldw
16718,No Limit Films
40648,Shooting Star Pictures
11446,Lereby Productions
77413,Santa Fe Productions I
1210,Sveva Film
1380,Australian Film Finance Corporation
2806,South Australian Film Corporation
e id 8081,Last R
15089,Talk Films
67171,New Redemption Pictures
4905,Paragon International Pictures
13088,Productions Enterprises Inc
1219,Baby Cow Productions
7981,Path
31789,Goldwyn Pictures Corporation
33014,Eminent Authors Pictures Inc
es Cinematografica id 12111,V
1567,Fons Rademakers Produktie
73770,Bare Bones Productions
1113,Les Films 21
1565,Avery Pix
267,Beverly Detroit
8856,Intermedia
23227,Magnet Productions
12199,Madhouse Entertainment
25755,Donau Filmproduktion
4692,Instinct Entertainment
2491,Artfilm
121,Y3 Film
124,Sdwestrundfunk
1222,Carlyle Blackwell Productions
33453,Chaotic Rampage American Pictures
66728,Rajshri Productions
3920,Leone Film
4698,Cinema West Productions
18665,Project 8 Films
18666,Cold Fusion Media Group
18667,Parallel Media
18668,Voodoo Production Services
612,Artists Entertainment Complex
461,Les Films Christian Fechner
47687,Population 1280 Films
3283,ACH
3284,Regent Productions
3285,Christopher Filmcapital
95594,Train A Comin Productions Inc
9240,Hispamer Films
9241,Leo Lax Production
9242,Ydex Eurocin
7733,Laurinfilm
7734,Subterranean Productions LLC
7735,Subterranean Productions UK Ltd
7736,Underworld Produktions GmbH
2200,Liveplanet
17741,Cinecompany
25151,Magdalena Produzione
1369,Full Moon Pictures
15627,Big City Pictures
4921,Bakshi Productions
4704,Four Crown Productions
8979,Illustrated Films LLC
4705,Arkoff International
5072,Twins Japan
7549,Kansai Telecasting Corporation
10253,Samuel Bronston Productions
1215,Boogui Cinema
13866,The Caddo Company
11601,Silver Lion Films
38209,Toron Screen Corporation
89445,Independent Film Centre
1824,Gravier Productions
1766,Dieter Geissler Filmproduktion
1979,Cinevox Filmproduktion GmbH
2487,Rockwell Eyes
5897,Toho
14112,Intertamar
14113,Trenchard Productions
56290,Persistence of Vision Productions
40417,Rigel Independent Entertainment
40418,Catalyst Entertainment Production
40419,Durrant Fox Productions Inc
47440,Ventura Valley Films
47441,Just Singer Entertainment
4721,civilhand
897,Taurus Films
10492,WNET Channel 13 New York
26769,Battletruck Films Ltd
7154,One Race Films
25818,Ministre de la Culture et de la Communication
28410,TIFA
61201,Anna Sanders Films
61202,Kick the Machine
75515,French Ministry of Foriegn Affairs
78242,New Crowned Hope
eo id 3487,Universal Home V
ent Films id 3291,Prov
36108,Ruckus Films
71808,Cedar Partners
26663,Zoetrope Studios
61409,T2 Productions
1239,Aichi Arts Center
1240,Film Bangkok
1241,Five Star Production
1243,Arena Films
8138,Vega Film
85,Konrad Pictures
11241,The Mirisch Company
1232,2003 Productions
20346,Rgion Bretagne
76911,Rgion PoitouCharentes
19936,Second Mate Productions
1312,The Mount Company
